6
PURASAIWAKKAM,6:15 AM,13.090224853474847,80.25427307477389
GENGUREDDYSUB WAY,6:20 AM,13.078890086357545,80.25348639999999
DASAPRAKASH,6:23 AM,13.076522585833125,80.25206482979863
VALLURKOTTAM,6:35 AM,13.054529660650031,80.2417521242317
END
11
SHENOYNAGAR,6:00 AM,13.069754215702401,80.23180171074131
LOYOLA,6:15 AM,13.06460050993127,80.23377290888575
VALLURKOTTAM,6:20 AM,13.054529660650031,80.2417521242317
END
6a
SHENOYNAGAR,6:00 AM,13.069754215702401,80.23180171074131
DASAPRAKASH,6:23 AM,13.076522585833125,80.25206482979863
VALLURKOTTAM,6:35 AM,13.054529660650031,80.2417521242317
END
